case,event,Resource,completeTime,Variant,Variant index,Rfp_id,Permit travel permit number,Task,OrganizationalEntity,RequestedAmount,Activity,Permit TaskNumber,Permit BudgetNumber,Permit ProjectNumber,Project,Permit OrganizationalEntity,Permit RequestedBudget,Cost Type,Permit id,Permit ActivityNumber,RfpNumber,id,org:role
request for payment 9993,Permit REJECTED by SUPERVISOR,STAFF MEMBER,2018-02-26 09:55:17.000,Variant 25,25,request for payment 9993,travel permit number 9985,task 9988,organizational unit 65454,387.3454609811201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9994,st_step 10002_0,SUPERVISOR
request for payment 9993,Permit REJECTED by EMPLOYEE,STAFF MEMBER,2018-02-27 15:26:51.000,Variant 25,25,request for payment 9993,travel permit number 9985,task 9988,organizational unit 65454,387.3454609811201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9994,st_step 10001_0,EMPLOYEE
request for payment 9993,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-02-28 08:33:10.000,Variant 25,25,request for payment 9993,travel permit number 9985,task 9988,organizational unit 65454,387.3454609811201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9994,st_step 9997_0,EMPLOYEE
request for payment 9993,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-02-28 08:34:12.000,Variant 25,25,request for payment 9993,travel permit number 9985,task 9988,organizational unit 65454,387.3454609811201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9994,st_step 9999_0,ADMINISTRATION
request for payment 9993,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-02-28 09:21:41.000,Variant 25,25,request for payment 9993,travel permit number 9985,task 9988,organizational unit 65454,387.3454609811201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9994,st_step 9998_0,SUPERVISOR
request for payment 9993,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-06-07 20:26:35.000,Variant 25,25,request for payment 9993,travel permit number 9985,task 9988,organizational unit 65454,387.3454609811201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9994,st_step 10015_0,EMPLOYEE
request for payment 9993,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-06-09 19:45:02.000,Variant 25,25,request for payment 9993,travel permit number 9985,task 9988,organizational unit 65454,387.3454609811201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9994,st_step 10014_0,ADMINISTRATION
request for payment 9993,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-06-13 08:56:30.000,Variant 25,25,request for payment 9993,travel permit number 9985,task 9988,organizational unit 65454,387.3454609811201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9994,st_step 10013_0,SUPERVISOR
request for payment 9993,Request Payment,SYSTEM,2018-06-17 21:52:38.000,Variant 25,25,request for payment 9993,travel permit number 9985,task 9988,organizational unit 65454,387.3454609811201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9994,rp_request for payment 9993_15,UNDEFINED
request for payment 9993,Payment Handled,SYSTEM,2018-06-21 17:31:09.000,Variant 25,25,request for payment 9993,travel permit number 9985,task 9988,organizational unit 65454,387.3454609811201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9994,rp_request for payment 9993_16,UNDEFINED
request for payment 9989,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-02-20 12:54:23.000,Variant 25,25,request for payment 9989,travel permit number 9985,task 9988,organizational unit 65454,354.0799847105435,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9990,st_step 10003_0,EMPLOYEE
request for payment 9989,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-02-25 17:43:01.000,Variant 25,25,request for payment 9989,travel permit number 9985,task 9988,organizational unit 65454,354.0799847105435,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9990,st_step 10000_0,ADMINISTRATION
request for payment 9989,Permit REJECTED by SUPERVISOR,STAFF MEMBER,2018-02-26 09:55:17.000,Variant 25,25,request for payment 9989,travel permit number 9985,task 9988,organizational unit 65454,354.0799847105435,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9990,st_step 10002_0,SUPERVISOR
request for payment 9989,Permit REJECTED by EMPLOYEE,STAFF MEMBER,2018-02-27 15:26:51.000,Variant 25,25,request for payment 9989,travel permit number 9985,task 9988,organizational unit 65454,354.0799847105435,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9990,st_step 10001_0,EMPLOYEE
request for payment 9989,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-02-28 08:33:10.000,Variant 25,25,request for payment 9989,travel permit number 9985,task 9988,organizational unit 65454,354.0799847105435,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9990,st_step 9997_0,EMPLOYEE
request for payment 9989,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-02-28 08:34:12.000,Variant 25,25,request for payment 9989,travel permit number 9985,task 9988,organizational unit 65454,354.0799847105435,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9990,st_step 9999_0,ADMINISTRATION
request for payment 9989,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-02-28 09:21:41.000,Variant 25,25,request for payment 9989,travel permit number 9985,task 9988,organizational unit 65454,354.0799847105435,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9990,st_step 9998_0,SUPERVISOR
request for payment 9989,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-05-11 14:12:25.000,Variant 25,25,request for payment 9989,travel permit number 9985,task 9988,organizational unit 65454,354.0799847105435,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9990,st_step 10008_0,EMPLOYEE
request for payment 9989,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-05-11 14:12:39.000,Variant 25,25,request for payment 9989,travel permit number 9985,task 9988,organizational unit 65454,354.0799847105435,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9990,st_step 10007_0,ADMINISTRATION
request for payment 9989,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-05-14 10:16:19.000,Variant 25,25,request for payment 9989,travel permit number 9985,task 9988,organizational unit 65454,354.0799847105435,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9990,st_step 10009_0,SUPERVISOR
request for payment 9989,Request Payment,SYSTEM,2018-05-19 17:55:11.000,Variant 25,25,request for payment 9989,travel permit number 9985,task 9988,organizational unit 65454,354.0799847105435,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9990,rp_request for payment 9989_15,UNDEFINED
request for payment 9989,Payment Handled,SYSTEM,2018-05-24 17:31:08.000,Variant 25,25,request for payment 9989,travel permit number 9985,task 9988,organizational unit 65454,354.0799847105435,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9990,rp_request for payment 9989_16,UNDEFINED
request for payment 10043,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-02-20 13:53:11.000,Variant 9,9,request for payment 10043,travel permit number 10041,task 10045,organizational unit 65468,2129.846048886792,activity 505,task 427,budget 1136,project 10042,project 503,organizational unit 65466,2531.5127363947604,0,travel permit 10040,UNKNOWN,request for payment number 10044,st_step 10050_0,EMPLOYEE
request for payment 10043,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-02-20 13:53:14.000,Variant 9,9,request for payment 10043,travel permit number 10041,task 10045,organizational unit 65468,2129.846048886792,activity 505,task 427,budget 1136,project 10042,project 503,organizational unit 65466,2531.5127363947604,0,travel permit 10040,UNKNOWN,request for payment number 10044,st_step 10049_0,ADMINISTRATION
request for payment 10043,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-02-20 16:28:52.000,Variant 9,9,request for payment 10043,travel permit number 10041,task 10045,organizational unit 65468,2129.846048886792,activity 505,task 427,budget 1136,project 10042,project 503,organizational unit 65466,2531.5127363947604,0,travel permit 10040,UNKNOWN,request for payment number 10044,st_step 10048_0,SUPERVISOR
request for payment 10043,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-02-23 16:48:10.000,Variant 9,9,request for payment 10043,travel permit number 10041,task 10045,organizational unit 65468,2129.846048886792,activity 505,task 427,budget 1136,project 10042,project 503,organizational unit 65466,2531.5127363947604,0,travel permit 10040,UNKNOWN,request for payment number 10044,st_step 10056_0,EMPLOYEE
request for payment 10043,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018-02-23 16:50:51.000,Variant 9,9,request for payment 10043,travel permit number 10041,task 10045,organizational unit 65468,2129.846048886792,activity 505,task 427,budget 1136,project 10042,project 503,organizational unit 65466,2531.5127363947604,0,travel permit 10040,UNKNOWN,request for payment number 10044,st_step 10054_0,ADMINISTRATION
request for payment 10043,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018-02-26 09:24:04.000,Variant 9,9,request for payment 10043,travel permit number 10041,task 10045,organizational unit 65468,2129.846048886792,activity 505,task 427,budget 1136,project 10042,project 503,organizational unit 65466,2531.5127363947604,0,travel permit 10040,UNKNOWN,request for payment number 10044,st_step 10055_0,EMPLOYEE
request for payment 10043,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-02-26 11:30:14.000,Variant 9,9,request for payment 10043,travel permit number 10041,task 10045,organizational unit 65468,2129.846048886792,activity 505,task 427,budget 1136,project 10042,project 503,organizational unit 65466,2531.5127363947604,0,travel permit 10040,UNKNOWN,request for payment number 10044,st_step 10053_0,EMPLOYEE
request for payment 10043,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-02-26 11:30:29.000,Variant 9,9,request for payment 10043,travel permit number 10041,task 10045,organizational unit 65468,2129.846048886792,activity 505,task 427,budget 1136,project 10042,project 503,organizational unit 65466,2531.5127363947604,0,travel permit 10040,UNKNOWN,request for payment number 10044,st_step 10052_0,ADMINISTRATION
request for payment 10043,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-02-26 15:26:30.000,Variant 9,9,request for payment 10043,travel permit number 10041,task 10045,organizational unit 65468,2129.846048886792,activity 505,task 427,budget 1136,project 10042,project 503,organizational unit 65466,2531.5127363947604,0,travel permit 10040,UNKNOWN,request for payment number 10044,st_step 10051_0,SUPERVISOR
request for payment 10043,Request Payment,SYSTEM,2018-03-01 06:26:43.000,Variant 9,9,request for payment 10043,travel permit number 10041,task 10045,organizational unit 65468,2129.846048886792,activity 505,task 427,budget 1136,project 10042,project 503,organizational unit 65466,2531.5127363947604,0,travel permit 10040,UNKNOWN,request for payment number 10044,rp_request for payment 10043_15,UNDEFINED
request for payment 10043,Payment Handled,SYSTEM,2018-03-05 17:30:58.000,Variant 9,9,request for payment 10043,travel permit number 10041,task 10045,organizational unit 65468,2129.846048886792,activity 505,task 427,budget 1136,project 10042,project 503,organizational unit 65466,2531.5127363947604,0,travel permit 10040,UNKNOWN,request for payment number 10044,rp_request for payment 10043_16,UNDEFINED
request for payment 27387,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-02-21 11:03:25.000,Variant 1,1,request for payment 27387,travel permit number 27385,UNKNOWN,organizational unit 65469,1123.6796392844128,UNKNOWN,UNKNOWN,budget 1021,UNKNOWN,project 503,organizational unit 65454,1684.0934695366643,0,travel permit 27384,activity 27386,request for payment number 27388,st_step 27392_0,EMPLOYEE
request for payment 27387,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-02-21 11:03:28.000,Variant 1,1,request for payment 27387,travel permit number 27385,UNKNOWN,organizational unit 65469,1123.6796392844128,UNKNOWN,UNKNOWN,budget 1021,UNKNOWN,project 503,organizational unit 65454,1684.0934695366643,0,travel permit 27384,activity 27386,request for payment number 27388,st_step 27393_0,ADMINISTRATION
request for payment 27387,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-02-21 13:08:09.000,Variant 1,1,request for payment 27387,travel permit number 27385,UNKNOWN,organizational unit 65469,1123.6796392844128,UNKNOWN,UNKNOWN,budget 1021,UNKNOWN,project 503,organizational unit 65454,1684.0934695366643,0,travel permit 27384,activity 27386,request for payment number 27388,st_step 27394_0,SUPERVISOR
request for payment 27387,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-02-23 15:30:25.000,Variant 1,1,request for payment 27387,travel permit number 27385,UNKNOWN,organizational unit 65469,1123.6796392844128,UNKNOWN,UNKNOWN,budget 1021,UNKNOWN,project 503,organizational unit 65454,1684.0934695366643,0,travel permit 27384,activity 27386,request for payment number 27388,st_step 27397_0,EMPLOYEE
request for payment 27387,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-02-23 15:30:29.000,Variant 1,1,request for payment 27387,travel permit number 27385,UNKNOWN,organizational unit 65469,1123.6796392844128,UNKNOWN,UNKNOWN,budget 1021,UNKNOWN,project 503,organizational unit 65454,1684.0934695366643,0,travel permit 27384,activity 27386,request for payment number 27388,st_step 27395_0,ADMINISTRATION
